"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";"ID_en";"Name_en";"NumberOfPersons_en";"Year_en";"Month_en";
"1973";"Евдокия";"13";"284582859";"2016";"август";"";"";"";"";"";
"1974";"Наталья";"13";"284582860";"2016";"август";"";"";"";"";"";
"1975";"Камилла";"12";"284582861";"2016";"август";"";"";"";"";"";
"1976";"Карина";"12";"284582862";"2016";"август";"";"";"";"";"";
"1977";"Любовь";"12";"284582863";"2016";"август";"";"";"";"";"";
"1978";"Фатима";"12";"284582864";"2016";"август";"";"";"";"";"";
"1979";"Антонина";"11";"284582865";"2016";"август";"";"";"";"";"";
"1980";"Мадина";"11";"284582866";"2016";"август";"";"";"";"";"";
"1981";"Марианна";"11";"284582867";"2016";"август";"";"";"";"";"";
"1982";"Мира";"11";"284582868";"2016";"август";"";"";"";"";"";
"1983";"Арууке";"10";"284582869";"2016";"август";"";"";"";"";"";
"1984";"Юлиана";"10";"284582870";"2016";"август";"";"";"";"";"";
"1985";"Аиша";"9";"284582871";"2016";"август";"";"";"";"";"";
"1986";"Аглая";"9";"284582872";"2016";"август";"";"";"";"";"";
"1987";"Амира";"9";"284582873";"2016";"август";"";"";"";"";"";
"1988";"Дана";"9";"284582874";"2016";"август";"";"";"";"";"";
"1989";"Евангелина";"9";"284582875";"2016";"август";"";"";"";"";"";
"1990";"Каролина";"9";"284582876";"2016";"август";"";"";"";"";"";
"1991";"Лея";"9";"284582877";"2016";"август";"";"";"";"";"";
"1992";"Марьяна";"9";"284582878";"2016";"август";"";"";"";"";"";
"1993";"Мила";"9";"284582879";"2016";"август";"";"";"";"";"";
"1994";"Олеся";"9";"284582880";"2016";"август";"";"";"";"";"";
"1995";"Пелагея";"9";"284582881";"2016";"август";"";"";"";"";"";
"1996";"Раяна";"9";"284582882";"2016";"август";"";"";"";"";"";
"1997";"Эвелина";"9";"284582883";"2016";"август";"";"";"";"";"";
"1998";"Анисия";"8";"284582884";"2016";"август";"";"";"";"";"";
"1999";"Анфиса";"8";"284582885";"2016";"август";"";"";"";"";"";
"2000";"Камила";"8";"284582886";"2016";"август";"";"";"";"";"";
"1811";"Екатерина";"157";"284582964";"2016";"июль";"";"";"";"";"";
"1812";"Арина";"152";"284582965";"2016";"июль";"";"";"";"";"";
"1813";"Варвара";"146";"284582966";"2016";"июль";"";"";"";"";"";
"1814";"Вероника";"141";"284582967";"2016";"июль";"";"";"";"";"";
"1815";"Валерия";"127";"284582968";"2016";"июль";"";"";"";"";"";
"1816";"Софья";"126";"284582969";"2016";"июль";"";"";"";"";"";
"1817";"Ксения";"122";"284582970";"2016";"июль";"";"";"";"";"";
"1818";"Василиса";"118";"284582971";"2016";"июль";"";"";"";"";"";
"1819";"Ева";"92";"284582972";"2016";"июль";"";"";"";"";"";
"1820";"Милана";"92";"284582973";"2016";"июль";"";"";"";"";"";
"1821";"Ульяна";"90";"284582974";"2016";"июль";"";"";"";"";"";
"1822";"Кира";"74";"284582975";"2016";"июль";"";"";"";"";"";
"1823";"Алёна";"70";"284582976";"2016";"июль";"";"";"";"";"";
"1824";"Кристина";"64";"284582977";"2016";"июль";"";"";"";"";"";
"1825";"Юлия";"63";"284582978";"2016";"июль";"";"";"";"";"";
"1826";"Алина";"62";"284582979";"2016";"июль";"";"";"";"";"";
"1827";"Вера";"60";"284582981";"2016";"июль";"";"";"";"";"";
"1828";"Диана";"59";"284582984";"2016";"июль";"";"";"";"";"";
"1829";"Ольга";"57";"284582985";"2016";"июль";"";"";"";"";"";
"1830";"Маргарита";"53";"284582986";"2016";"июль";"";"";"";"";"";
"1831";"Таисия";"49";"284582987";"2016";"июль";"";"";"";"";"";
"1832";"Ангелина";"48";"284582989";"2016";"июль";"";"";"";"";"";
"1833";"Есения";"45";"284582993";"2016";"июль";"";"";"";"";"";
"1834";"Мирослава";"45";"284582995";"2016";"июль";"";"";"";"";"";
"1835";"Амина";"44";"284582996";"2016";"июль";"";"";"";"";"";
"1836";"Евгения";"39";"284582998";"2016";"июль";"";"";"";"";"";
"1837";"Татьяна";"39";"284583000";"2016";"июль";"";"";"";"";"";
"1838";"Яна";"37";"284583001";"2016";"июль";"";"";"";"";"";
"1839";"Майя";"33";"284583002";"2016";"июль";"";"";"";"";"";
"1840";"Эмилия";"33";"284583003";"2016";"июль";"";"";"";"";"";
"1841";"Елена";"29";"284583004";"2016";"июль";"";"";"";"";"";
"1842";"Марина";"28";"284583010";"2016";"июль";"";"";"";"";"";
"1843";"Ирина";"27";"284583017";"2016";"июль";"";"";"";"";"";
"1844";"Сафия";"25";"284583020";"2016";"июль";"";"";"";"";"";
"1845";"Стефания";"24";"284583022";"2016";"июль";"";"";"";"";"";
"1846";"Агата";"23";"284583138";"2016";"июль";"";"";"";"";"";
"1847";"Дарина";"23";"284583158";"2016";"июль";"";"";"";"";"";
"1848";"Злата";"23";"284583171";"2016";"июль";"";"";"";"";"";
"1849";"Милена";"23";"284583185";"2016";"июль";"";"";"";"";"";
"1850";"Надежда";"23";"284583199";"2016";"июль";"";"";"";"";"";
"1851";"Ясмина";"22";"284583216";"2016";"июль";"";"";"";"";"";
"1852";"Олеся";"21";"284583234";"2016";"июль";"";"";"";"";"";
"1853";"Марьям";"20";"284583250";"2016";"июль";"";"";"";"";"";
"1854";"Николь";"18";"284583266";"2016";"июль";"";"";"";"";"";
"1855";"Аиша";"17";"284583283";"2016";"июль";"";"";"";"";"";
"1856";"Аделина";"17";"284583301";"2016";"июль";"";"";"";"";"";
"1857";"Лилия";"17";"284583351";"2016";"июль";"";"";"";"";"";
"1858";"Нина";"17";"284583373";"2016";"июль";"";"";"";"";"";
"1859";"Элина";"17";"284583391";"2016";"июль";"";"";"";"";"";
"1860";"Амелия";"16";"284583706";"2016";"июль";"";"";"";"";"";
"1861";"Амира";"16";"284583732";"2016";"июль";"";"";"";"";"";
"1862";"Антонина";"14";"284584824";"2016";"июль";"";"";"";"";"";
"1863";"Марта";"14";"284584826";"2016";"июль";"";"";"";"";"";
"1864";"Агния";"13";"284584828";"2016";"июль";"";"";"";"";"";
"1865";"Ариана";"13";"284584830";"2016";"июль";"";"";"";"";"";
"1866";"Асия";"13";"284584832";"2016";"июль";"";"";"";"";"";
"1867";"Лидия";"13";"284584833";"2016";"июль";"";"";"";"";"";
"1868";"Наталья";"13";"284584834";"2016";"июль";"";"";"";"";"";
"1869";"Сабина";"13";"284584835";"2016";"июль";"";"";"";"";"";
"1870";"Серафима";"13";"284584836";"2016";"июль";"";"";"";"";"";
"1871";"Алия";"12";"284584837";"2016";"июль";"";"";"";"";"";
"1872";"Валентина";"17";"284584838";"2016";"июль";"";"";"";"";"";
"1873";"Владислава";"12";"284584839";"2016";"июль";"";"";"";"";"";
"1874";"Зоя";"12";"284584840";"2016";"июль";"";"";"";"";"";
"1875";"Мадина";"12";"284584841";"2016";"июль";"";"";"";"";"";
"1876";"Самира";"12";"284584842";"2016";"июль";"";"";"";"";"";
"1877";"Светлана";"12";"284584843";"2016";"июль";"";"";"";"";"";
"1878";"Эвелина";"12";"284584844";"2016";"июль";"";"";"";"";"";
"1879";"Юлиана";"12";"284584846";"2016";"июль";"";"";"";"";"";
"1880";"Камилла";"11";"284584848";"2016";"июль";"";"";"";"";"";
"1881";"Ника";"11";"284584849";"2016";"июль";"";"";"";"";"";
"1882";"Пелагея";"11";"284584850";"2016";"июль";"";"";"";"";"";
"1883";"Ярослава";"11";"284584851";"2016";"июль";"";"";"";"";"";
"1884";"Карина";"10";"284584852";"2016";"июль";"";"";"";"";"";
"1885";"Каролина";"10";"284584853";"2016";"июль";"";"";"";"";"";
"1886";"Оливия";"10";"284584854";"2016";"июль";"";"";"";"";"";
"1887";"Фатима";"10";"284584855";"2016";"июль";"";"";"";"";"";
"1888";"Аниса";"9";"284584856";"2016";"июль";"";"";"";"";"";
"1889";"Алисия";"9";"284584857";"2016";"июль";"";"";"";"";"";
"1890";"Лея";"9";"284584858";"2016";"июль";"";"";"";"";"";
"1891";"Марианна";"9";"284584861";"2016";"июль";"";"";"";"";"";
"1892";"Медина";"9";"284584862";"2016";"июль";"";"";"";"";"";
"1893";"Мира";"9";"284584863";"2016";"июль";"";"";"";"";"";
"1894";"Мия";"9";"284584864";"2016";"июль";"";"";"";"";"";
"1895";"Аглая";"8";"284584865";"2016";"июль";"";"";"";"";"";
"1896";"Альбина";"8";"284584866";"2016";"июль";"";"";"";"";"";
"1897";"Евангелина";"8";"284584869";"2016";"июль";"";"";"";"";"";
"1898";"Любовь";"8";"284584870";"2016";"июль";"";"";"";"";"";
"1899";"Малика";"8";"284584871";"2016";"июль";"";"";"";"";"";
"1900";"Марьяна";"8";"284584877";"2016";"июль";"";"";"";"";"";
"2401";"София, Софья";"326";"284594093";"2017";"январь";"";"";"";"";"";
"2402";"Мария";"218";"284594094";"2017";"январь";"";"";"";"";"";
"2403";"Анна";"183";"284594095";"2017";"январь";"";"";"";"";"";
"2404";"Полина";"181";"284594096";"2017";"январь";"";"";"";"";"";
"2405";"Алиса";"176";"284594097";"2017";"январь";"";"";"";"";"";
"2406";"Анастасия";"169";"284594102";"2017";"январь";"";"";"";"";"";
"2407";"Александра";"151";"284594104";"2017";"январь";"";"";"";"";"";
"2408";"Варвара";"150";"284594105";"2017";"январь";"";"";"";"";"";
"2409";"Виктория";"145";"284594106";"2017";"январь";"";"";"";"";"";
"2410";"Елизавета";"125";"284594107";"2017";"январь";"";"";"";"";"";
"2411";"Ксения";"119";"322873025";"2017";"январь";"";"";"";"";"";
"2412";"Вероника";"116";"322873029";"2017";"январь";"";"";"";"";"";
"2413";"Екатерина";"113";"322873036";"2017";"январь";"";"";"";"";"";
"2414";"Дарья";"111";"323276822";"2017";"январь";"";"";"";"";"";
"2415";"Арина";"107";"323276823";"2017";"январь";"";"";"";"";"";
"2416";"Ева";"103";"323276824";"2017";"январь";"";"";"";"";"";
"2417";"Василиса";"98";"323276826";"2017";"январь";"";"";"";"";"";
"2418";"Валерия";"97";"323276827";"2017";"январь";"";"";"";"";"";
"2419";"Милана";"88";"323276829";"2017";"январь";"";"";"";"";"";
"2420";"Ульяна";"85";"323276831";"2017";"январь";"";"";"";"";"";
"2421";"Таисия";"63";"323276832";"2017";"январь";"";"";"";"";"";
"2422";"Мирослава";"62";"323276833";"2017";"январь";"";"";"";"";"";
"2423";"Вера";"59";"323276834";"2017";"январь";"";"";"";"";"";
"2424";"Кира";"57";"323276836";"2017";"январь";"";"";"";"";"";
"2425";"Алёна";"49";"323276837";"2017";"январь";"";"";"";"";"";
"2426";"Маргарита";"41";"323276838";"2017";"январь";"";"";"";"";"";
"2427";"Татьяна";"39";"323276839";"2017";"январь";"";"";"";"";"";
"2428";"Алина";"38";"323276840";"2017";"январь";"";"";"";"";"";
"2429";"Амина";"37";"323276841";"2017";"январь";"";"";"";"";"";
"2430";"Юлия";"35";"323276843";"2017";"январь";"";"";"";"";"";
"2431";"Кристина";"33";"323276844";"2017";"январь";"";"";"";"";"";
"2432";"Ангелина";"32";"323276845";"2017";"январь";"";"";"";"";"";
"2433";"Сафия";"32";"323276846";"2017";"январь";"";"";"";"";"";
"2434";"Эмилия";"32";"323276847";"2017";"январь";"";"";"";"";"";
"2435";"Диана";"30";"323276849";"2017";"январь";"";"";"";"";"";
"2436";"Ольга";"30";"323276850";"2017";"январь";"";"";"";"";"";
"2437";"Есения";"29";"323276851";"2017";"январь";"";"";"";"";"";
"2438";"Евгения";"25";"323276852";"2017";"январь";"";"";"";"";"";
"2439";"Марьям";"25";"323276853";"2017";"январь";"";"";"";"";"";
"2440";"Яна";"25";"323276854";"2017";"январь";"";"";"";"";"";
"2441";"Нина";"23";"323276855";"2017";"январь";"";"";"";"";"";
"2442";"Стефания";"23";"323276856";"2017";"январь";"";"";"";"";"";
"2443";"Надежда";"22";"323276858";"2017";"январь";"";"";"";"";"";
"2444";"Мелания";"20";"323276859";"2017";"январь";"";"";"";"";"";
"2445";"Агата";"20";"323276860";"2017";"январь";"";"";"";"";"";
"2446";"Аделина";"20";"323276861";"2017";"январь";"";"";"";"";"";
"2447";"Елена";"19";"323276862";"2017";"январь";"";"";"";"";"";
"2448";"Злата";"18";"323276863";"2017";"январь";"";"";"";"";"";
"2449";"Ясмина";"18";"323276864";"2017";"январь";"";"";"";"";"";
"2450";"Ирина";"17";"323276865";"2017";"январь";"";"";"";"";"";
"2451";"Ярослава";"17";"323276866";"2017";"январь";"";"";"";"";"";
"2452";"Дарина";"17";"323276867";"2017";"январь";"";"";"";"";"";
"2453";"Элина";"15";"323276868";"2017";"январь";"";"";"";"";"";
"2454";"Любовь";"15";"323276869";"2017";"январь";"";"";"";"";"";
"2455";"Светлана";"15";"323276870";"2017";"январь";"";"";"";"";"";
"2456";"Валентина";"14";"323276871";"2017";"январь";"";"";"";"";"";
"2457";"Ника";"14";"323276872";"2017";"январь";"";"";"";"";"";
"2458";"Николь";"14";"323276873";"2017";"январь";"";"";"";"";"";
"2459";"Айлин";"13";"323276874";"2017";"январь";"";"";"";"";"";
"2460";"Марина";"13";"323276875";"2017";"январь";"";"";"";"";"";
"2461";"Оливия";"12";"323276876";"2017";"январь";"";"";"";"";"";
"2462";"Амелия";"12";"323276877";"2017";"январь";"";"";"";"";"";
"2463";"Амира";"12";"323276878";"2017";"январь";"";"";"";"";"";
"2464";"Антонина";"12";"323276879";"2017";"январь";"";"";"";"";"";
"2465";"Ариана";"12";"323276880";"2017";"январь";"";"";"";"";"";
"2466";"Владислава";"12";"323276882";"2017";"январь";"";"";"";"";"";
"2467";"Майя";"12";"323276883";"2017";"январь";"";"";"";"";"";
"2468";"Амалия";"11";"323276884";"2017";"январь";"";"";"";"";"";
"2469";"Теона";"10";"323276885";"2017";"январь";"";"";"";"";"";
"2470";"Наталья";"10";"323276886";"2017";"январь";"";"";"";"";"";
"2471";"Эвелина";"10";"323276887";"2017";"январь";"";"";"";"";"";
"2472";"Аглая";"10";"323276888";"2017";"январь";"";"";"";"";"";
"2473";"Зоя";"10";"323276889";"2017";"январь";"";"";"";"";"";
"2474";"Милена";"10";"323276890";"2017";"январь";"";"";"";"";"";
"2475";"Агния";"10";"323276891";"2017";"январь";"";"";"";"";"";
"2476";"Евангелина";"9";"323276892";"2017";"январь";"";"";"";"";"";
"2477";"Фатима";"9";"323276893";"2017";"январь";"";"";"";"";"";
"2478";"Лилия";"9";"323276894";"2017";"январь";"";"";"";"";"";
"2479";"Анжелика";"9";"323276895";"2017";"январь";"";"";"";"";"";
"2480";"Малика";"9";"323276896";"2017";"январь";"";"";"";"";"";
"2481";"Сабина";"8";"323276897";"2017";"январь";"";"";"";"";"";
"2482";"Дина";"8";"323276898";"2017";"январь";"";"";"";"";"";
"2483";"Камила";"8";"323276899";"2017";"январь";"";"";"";"";"";
"2484";"Лейла";"8";"323276900";"2017";"январь";"";"";"";"";"";
"2485";"Тамара";"8";"323276901";"2017";"январь";"";"";"";"";"";
"2486";"Аяна";"8";"323276902";"2017";"январь";"";"";"";"";"";
"2487";"Алия";"8";"323276903";"2017";"январь";"";"";"";"";"";
"2488";"Камилла";"7";"323276904";"2017";"январь";"";"";"";"";"";
"2489";"Лидия";"7";"323276905";"2017";"январь";"";"";"";"";"";
"2490";"Аиша";"7";"323276906";"2017";"январь";"";"";"";"";"";
"2491";"Серафима";"7";"323276907";"2017";"январь";"";"";"";"";"";
"2492";"Сара";"7";"323276908";"2017";"январь";"";"";"";"";"";
"2493";"Мира";"7";"323276909";"2017";"январь";"";"";"";"";"";
"2494";"Олеся";"7";"323276910";"2017";"январь";"";"";"";"";"";
"2495";"Анисия";"7";"323276911";"2017";"январь";"";"";"";"";"";
"2496";"Сумая";"7";"323276912";"2017";"январь";"";"";"";"";"";
"2497";"Элеонора";"6";"323276913";"2017";"январь";"";"";"";"";"";
"2498";"Марьяна";"6";"323276914";"2017";"январь";"";"";"";"";"";
"2499";"Самира";"6";"323276915";"2017";"январь";"";"";"";"";"";
"2500";"Виолетта";"6";"323276916";"2017";"январь";"";"";"";"";"";
"1711";"Дарья";"168";"323276919";"2016";"июнь";"";"";"";"";"";
"1712";"Варвара";"158";"323276922";"2016";"июнь";"";"";"";"";"";
"1713";"Арина";"142";"323276923";"2016";"июнь";"";"";"";"";"";
"1714";"Екатерина";"140";"323276924";"2016";"июнь";"";"";"";"";"";
"1715";"Василиса";"129";"323276925";"2016";"июнь";"";"";"";"";"";
"1716";"Валерия";"118";"323276926";"2016";"июнь";"";"";"";"";"";
"1717";"Софья";"114";"323276927";"2016";"июнь";"";"";"";"";"";
"1718";"Ева";"99";"323276928";"2016";"июнь";"";"";"";"";"";
"1719";"Милана";"93";"323276929";"2016";"июнь";"";"";"";"";"";
"1720";"Вероника";"91";"323276930";"2016";"июнь";"";"";"";"";"";
"1721";"Таисия";"83";"323276931";"2016";"июнь";"";"";"";"";"";
"1722";"Ульяна";"77";"323276934";"2016";"июнь";"";"";"";"";"";
"1723";"Алёна";"74";"323276935";"2016";"июнь";"";"";"";"";"";
"1724";"Маргарита";"73";"323276936";"2016";"июнь";"";"";"";"";"";
"1725";"Кристина";"72";"323276937";"2016";"июнь";"";"";"";"";"";
"1726";"Кира";"71";"323276938";"2016";"июнь";"";"";"";"";"";
"1727";"Вера";"66";"323276939";"2016";"июнь";"";"";"";"";"";
"1728";"Алина";"54";"323276940";"2016";"июнь";"";"";"";"";"";
"1729";"Мирослава";"54";"323276941";"2016";"июнь";"";"";"";"";"";
"1730";"Есения";"51";"323276942";"2016";"июнь";"";"";"";"";"";
"1731";"Диана";"50";"323276974";"2016";"июнь";"";"";"";"";"";
"1732";"Ольга";"49";"323276975";"2016";"июнь";"";"";"";"";"";
"1733";"Елена";"47";"323276976";"2016";"июнь";"";"";"";"";"";
"1734";"Амина";"45";"323276977";"2016";"июнь";"";"";"";"";"";
"1735";"Юлия";"45";"323276978";"2016";"июнь";"";"";"";"";"";
"1736";"Майя";"40";"323276979";"2016";"июнь";"";"";"";"";"";
"1737";"Сафия";"40";"323276980";"2016";"июнь";"";"";"";"";"";
"1738";"Ирина";"38";"323276981";"2016";"июнь";"";"";"";"";"";
"1739";"Ангелина";"37";"323276982";"2016";"июнь";"";"";"";"";"";
"1740";"Евгения";"34";"323276983";"2016";"июнь";"";"";"";"";"";
"1741";"Татьяна";"32";"323276984";"2016";"июнь";"";"";"";"";"";
"1742";"Яна";"31";"323276985";"2016";"июнь";"";"";"";"";"";
"1743";"Стефания";"26";"323276986";"2016";"июнь";"";"";"";"";"";
"1744";"Агата";"23";"323276987";"2016";"июнь";"";"";"";"";"";
"1745";"Злата";"23";"323276988";"2016";"июнь";"";"";"";"";"";
"1746";"Эмилия";"23";"323276989";"2016";"июнь";"";"";"";"";"";
"1747";"Дарина";"22";"323276990";"2016";"июнь";"";"";"";"";"";
"1748";"Светлана";"22";"323276991";"2016";"июнь";"";"";"";"";"";
"1749";"Аделина";"21";"323276992";"2016";"июнь";"";"";"";"";"";
"1750";"Ника";"21";"323276993";"2016";"июнь";"";"";"";"";"";
"1751";"Ясмина";"21";"323276994";"2016";"июнь";"";"";"";"";"";
"1752";"Надежда";"20";"323276995";"2016";"июнь";"";"";"";"";"";
"1753";"Марианна";"19";"323276996";"2016";"июнь";"";"";"";"";"";
"1754";"Нина";"19";"323276997";"2016";"июнь";"";"";"";"";"";
"1755";"Марьям";"18";"323276998";"2016";"июнь";"";"";"";"";"";
"1756";"Ярослава";"17";"323276999";"2016";"июнь";"";"";"";"";"";
"1757";"Агния";"16";"323277000";"2016";"июнь";"";"";"";"";"";
"1758";"Любовь";"16";"323277001";"2016";"июнь";"";"";"";"";"";
"1759";"Николь";"16";"323277002";"2016";"июнь";"";"";"";"";"";
"1760";"Тамара";"16";"323277003";"2016";"июнь";"";"";"";"";"";
"1761";"Фатима";"16";"323277004";"2016";"июнь";"";"";"";"";"";
"1762";"Оливия";"15";"323277005";"2016";"июнь";"";"";"";"";"";
"1763";"Элина";"15";"323277006";"2016";"июнь";"";"";"";"";"";
"1764";"Ариана";"14";"323277007";"2016";"июнь";"";"";"";"";"";
"1765";"Марина";"14";"323277008";"2016";"июнь";"";"";"";"";"";
"1766";"Милена";"14";"323277009";"2016";"июнь";"";"";"";"";"";
"1767";"Серафима";"14";"323277010";"2016";"июнь";"";"";"";"";"";
"1768";"Амелия";"12";"323277011";"2016";"июнь";"";"";"";"";"";
"1769";"Лидия";"12";"323277012";"2016";"июнь";"";"";"";"";"";
"1770";"Малика";"12";"323277013";"2016";"июнь";"";"";"";"";"";
"1771";"Мира";"12";"323277014";"2016";"июнь";"";"";"";"";"";
"1772";"Алисия";"11";"323277015";"2016";"июнь";"";"";"";"";"";
"1773";"Камилла";"11";"323277017";"2016";"июнь";"";"";"";"";"";
"1774";"Лилия";"11";"323277018";"2016";"июнь";"";"";"";"";"";
"1775";"Наталья";"11";"323277019";"2016";"июнь";"";"";"";"";"";
"1776";"Карина";"10";"323277020";"2016";"июнь";"";"";"";"";"";
"1777";"Мадина";"10";"323277021";"2016";"июнь";"";"";"";"";"";
"1778";"Марьяна";"10";"323277022";"2016";"июнь";"";"";"";"";"";
"1779";"Олеся";"10";"323277023";"2016";"июнь";"";"";"";"";"";
"1780";"Сабина";"10";"323277024";"2016";"июнь";"";"";"";"";"";
"1781";"Аврора";"9";"323277025";"2016";"июнь";"";"";"";"";"";
"1782";"Аиша";"9";"323277026";"2016";"июнь";"";"";"";"";"";
"1783";"Альбина";"9";"323277027";"2016";"июнь";"";"";"";"";"";
"1784";"Алия";"9";"323277028";"2016";"июнь";"";"";"";"";"";
"1785";"Антонина";"9";"323277029";"2016";"июнь";"";"";"";"";"";
"1786";"Лия";"9";"323277030";"2016";"июнь";"";"";"";"";"";
"1787";"Мия";"9";"323277031";"2016";"июнь";"";"";"";"";"";
"1788";"Нелли";"9";"323277032";"2016";"июнь";"";"";"";"";"";
"1789";"Эвелина";"9";"323277033";"2016";"июнь";"";"";"";"";"";
"1790";"Анжелика";"8";"323277034";"2016";"июнь";"";"";"";"";"";
"1791";"Амалия";"8";"323277035";"2016";"июнь";"";"";"";"";"";
"1792";"Зоя";"8";"323277036";"2016";"июнь";"";"";"";"";"";
"1793";"Каролина";"8";"323277037";"2016";"июнь";"";"";"";"";"";
"1794";"Сумая";"8";"323277038";"2016";"июнь";"";"";"";"";"";
"1795";"Эмма";"8";"323277039";"2016";"июнь";"";"";"";"";"";
"1796";"Амира";"7";"323277040";"2016";"июнь";"";"";"";"";"";
"1797";"Валентина";"7";"323277041";"2016";"июнь";"";"";"";"";"";
"1798";"Владислава";"7";"323277042";"2016";"июнь";"";"";"";"";"";
"1799";"Дана";"7";"323277043";"2016";"июнь";"";"";"";"";"";
"1800";"Евдокия";"7";"323277044";"2016";"июнь";"";"";"";"";"";
"1311";"Варвара";"153";"323282879";"2016";"февраль";"";"";"";"";"";
"1312";"Екатерина";"148";"323282898";"2016";"февраль";"";"";"";"";"";
"1313";"Арина";"140";"323282904";"2016";"февраль";"";"";"";"";"";
"1314";"Дарья";"139";"323282911";"2016";"февраль";"";"";"";"";"";
"1315";"Василиса";"125";"323282924";"2016";"февраль";"";"";"";"";"";
"1316";"Софья";"114";"323282928";"2016";"февраль";"";"";"";"";"";
"1317";"Ева";"103";"323282929";"2016";"февраль";"";"";"";"";"";
"1318";"Вероника";"92";"323282930";"2016";"февраль";"";"";"";"";"";
"1319";"Маргарита";"80";"323282932";"2016";"февраль";"";"";"";"";"";
"1320";"Валерия";"73";"323282937";"2016";"февраль";"";"";"";"";"";
"1321";"Милана";"65";"323282941";"2016";"февраль";"";"";"";"";"";
"1322";"Кира";"64";"323282946";"2016";"февраль";"";"";"";"";"";
"1323";"Ульяна";"60";"323282949";"2016";"февраль";"";"";"";"";"";
"1324";"Вера";"57";"323282950";"2016";"февраль";"";"";"";"";"";
"1325";"Ольга";"50";"323282974";"2016";"февраль";"";"";"";"";"";
"1326";"Татьяна";"46";"323282976";"2016";"февраль";"";"";"";"";"";
"1327";"Алина";"45";"323282980";"2016";"февраль";"";"";"";"";"";
"1328";"Евгения";"43";"323282981";"2016";"февраль";"";"";"";"";"";
"1329";"Кристина";"43";"323282985";"2016";"февраль";"";"";"";"";"";
"1330";"Мирослава";"39";"323282992";"2016";"февраль";"";"";"";"";"";
"1331";"Амина";"38";"323282997";"2016";"февраль";"";"";"";"";"";
"1332";"Таисия";"36";"323283002";"2016";"февраль";"";"";"";"";"";
"1333";"Алёна";"35";"323283003";"2016";"февраль";"";"";"";"";"";
"1334";"Ирина";"33";"323283008";"2016";"февраль";"";"";"";"";"";
"1335";"Эмилия";"33";"323283015";"2016";"февраль";"";"";"";"";"";
"1336";"Юлия";"32";"323283019";"2016";"февраль";"";"";"";"";"";
"1337";"Диана";"31";"323283024";"2016";"февраль";"";"";"";"";"";
"1338";"Майя";"31";"323283028";"2016";"февраль";"";"";"";"";"";
"1339";"Аделина";"30";"323283030";"2016";"февраль";"";"";"";"";"";
"1340";"Ангелина";"29";"323283031";"2016";"февраль";"";"";"";"";"";
"1341";"Злата";"28";"323283032";"2016";"февраль";"";"";"";"";"";
"1342";"Ника";"27";"323283033";"2016";"февраль";"";"";"";"";"";
"1343";"Стефания";"27";"323283034";"2016";"февраль";"";"";"";"";"";
"1344";"Есения";"26";"323283035";"2016";"февраль";"";"";"";"";"";
"1345";"Марьям";"26";"323283036";"2016";"февраль";"";"";"";"";"";
"1346";"Элина";"25";"323283037";"2016";"февраль";"";"";"";"";"";
"1347";"Яна";"25";"323283040";"2016";"февраль";"";"";"";"";"";
"1348";"Агата";"24";"323283044";"2016";"февраль";"";"";"";"";"";
"1349";"Надежда";"24";"323283058";"2016";"февраль";"";"";"";"";"";
"1350";"Ясмина";"24";"323283065";"2016";"февраль";"";"";"";"";"";
"1351";"Николь";"20";"323283071";"2016";"февраль";"";"";"";"";"";
"1352";"Нина";"19";"323283072";"2016";"февраль";"";"";"";"";"";
"1353";"Ярослава";"19";"323283073";"2016";"февраль";"";"";"";"";"";
"1354";"Агния";"18";"323283074";"2016";"февраль";"";"";"";"";"";
"1355";"Антонина";"17";"323283075";"2016";"февраль";"";"";"";"";"";
"1356";"Сафия";"16";"323283077";"2016";"февраль";"";"";"";"";"";
"1357";"Самира";"15";"323283078";"2016";"февраль";"";"";"";"";"";
"1358";"Светлана";"15";"323283079";"2016";"февраль";"";"";"";"";"";
"1359";"Елена";"14";"323283080";"2016";"февраль";"";"";"";"";"";
"1360";"Мадина";"13";"323283081";"2016";"февраль";"";"";"";"";"";
"1361";"Милена";"13";"323283082";"2016";"февраль";"";"";"";"";"";
"1362";"Олеся";"13";"323283084";"2016";"февраль";"";"";"";"";"";
"1363";"Амелия";"12";"323283085";"2016";"февраль";"";"";"";"";"";
"1364";"Дарина";"12";"323283086";"2016";"февраль";"";"";"";"";"";
"1365";"Карина";"12";"323283087";"2016";"февраль";"";"";"";"";"";
"1366";"Аиша";"11";"323283091";"2016";"февраль";"";"";"";"";"";
"1367";"Алия";"11";"323283101";"2016";"февраль";"";"";"";"";"";
"1368";"Каролина";"11";"323283116";"2016";"февраль";"";"";"";"";"";
"1369";"Марьяна";"11";"323283123";"2016";"февраль";"";"";"";"";"";
"1370";"Тамара";"11";"323283124";"2016";"февраль";"";"";"";"";"";
"1371";"Фатима";"11";"323283169";"2016";"февраль";"";"";"";"";"";
"1372";"Валентина";"10";"323283179";"2016";"февраль";"";"";"";"";"";
"1373";"Зоя";"10";"323283190";"2016";"февраль";"";"";"";"";"";
"1374";"Камилла";"10";"323283199";"2016";"февраль";"";"";"";"";"";
"1375";"Лидия";"10";"323283206";"2016";"февраль";"";"";"";"";"";
"1376";"Лилия";"10";"323283217";"2016";"февраль";"";"";"";"";"";
